ROUTEID,TRANSID,INCEPTADDR,SENDPOS
16,51815,蕉城区七都镇际头村,蕉城区七都镇际头村卫生所
16,51816,蕉城区七都镇河乾村,蕉城区七都镇河乾村卫生所
16,51817,蕉城区七都镇三乐村,蕉城区七都镇三乐村卫生所
16,51818,蕉城区八都镇屿头村,蕉城区八都镇屿头村卫生室
16,51819,蕉城区漳湾镇鸟屿村,蕉城区漳湾镇鸟屿村卫生所
16,51820,宁德市蕉城区建新路5号新华园114，115号,宁德市蕉城区蕉北百康医药商店
16,51821,蕉城区漳湾镇汤湾村,蕉城区漳湾镇汤湾村卫生所
16,51822,蕉城区七都镇贝河村,蕉城区七都镇贝河村卫生室
16,51825,蕉城区漳湾镇郑岐村中心街,蕉城区漳湾镇郑岐村卫生所
16,51854,福安市解放路6-2号,福安市解放路6-2号
16,51870,古田县凤都镇新建村凤新路5号,古田县凤都镇新建村卫生所-1
16,51872,福安市城北锦鸡路13号,福安市城北锦鸡路13号
16,51880,宁德市蕉城区蕉城北路16号商业大厦一楼,宁德市蕉城区蕉城北路16号商业大厦一楼
16,51881,宁德市蕉城区蕉城北路25号新加坡步行街B楼110-112号,宁德市蕉城区蕉城北路25号新加坡步行街B楼110-112号
16,51885,古田县吉巷乡吉巷村（吉口）大街242号,古田县吉巷乡吉巷村（吉口）大街242号
16,51907,霞浦县三沙镇三农村桥头卫生室,霞浦县三沙镇三农村桥头卫生室
16,49185,古田县建设路2号1-4间,仓库
16,49216,"宁德市东桥东海商务广场1#9—10号店
",药房
16,53540,浦城县管厝乡管厝村,浦城县管厝乡管厝村卫生所
16,53541,"浦城县濠村乡溪口村
","浦城县濠村乡溪口村卫生所
"
16,51971,福安市下白石镇外山村内,福安市下白石镇外山村卫生所
16,51986,柘荣县615西路105号,柘荣林松周中医内科诊所
16,51987,寿宁县武曲镇武曲村,寿宁县武曲镇武曲村第一卫生所
16,51990,寿宁县南阳镇下房村新兴路30号,寿宁县南阳镇下房村卫生所
16,51991,寿宁县坑底乡浩溪村外洋29号,寿宁县坑底乡浩溪村第一卫生所
16,51992,寿宁县鳌阳镇胜利街东门新村1号,寿宁县鳌阳韦义平中医诊所
16,51993,寿宁县鳌阳镇胜利街96号,寿宁县鳌阳吕绵龙中医诊所
16,51995,寿宁县鳌阳镇茗溪村头村陈云弟厝,寿宁县鳌阳镇茗溪头村卫生室
16,51997,福鼎市太姥山镇金麟路241-243号,福鼎市太姥康复药店
16,51998,柘荣县荣北路66号,柘荣杨焕生中医内科诊所
16,52000,寿宁县武曲镇大韩村村委楼,寿宁县武曲镇大韩村卫生所
16,52001,福鼎市白琳镇翠郊村,福鼎市白琳镇翠郊村卫生所
16,52002,柘荣县东源乡洋边村,柘荣县东源乡洋边村卫生所
16,52004,寿宁县武曲镇承天村74号,寿宁县武曲镇承天村卫生所
16,52005,周宁县浦源镇萌底村,周宁县浦源镇萌底村卫生所
16,52008,福鼎市硖门文渡小区1号,福鼎市硖门文渡鑫德药店
16,52010,福安市城阳镇王湾村7号,福安市城阳镇王湾村卫生所
16,52013,福安市社口镇林炳村村内,福安市社口镇林炳村卫生所
16,52018,福建省宁德市柘荣县双城镇柳城北路109号,柘荣县绿时代大药房
16,52023,寿宁县斜滩镇印潭村,寿宁县斜滩镇印潭村卫生所
16,52028,宁德市蕉城南镇蕉城南路98-2号,宁德市蕉城区后岗家家康大药房有限责任公司
16,52040,寿宁县鳌阳镇胜利街58号,药库
16,52043,福安市上白石镇首洋村内,福安市上白石镇首洋村卫生所
16,50780,蕉城区飞鸾镇梅田村,蕉城区飞鸾镇梅田村卫生所
16,50781,蕉城区城南镇蚶岐村,蕉城区城南镇蚶岐村卫生所
16,50782,宁德市蕉城区蕉南立业新村65号,宁德市蕉城区蕉南立业药店
16,50783,蕉城区鹤峰路30号,蕉城区计划生育服务站
16,50784,宁德市闽东东路10号东海商城广场4-7号,东侨林庆卫中医内科诊所
16,50785,宁德市东侨开发区金龙商贸城D-10号,东侨李京西医内科诊所
16,50786,蕉城区七都镇瀛洲新村,蕉城区七都镇瀛洲新村卫生所
16,50787,宁德市东侨开发区金玉良城5-14号,东侨周家齐西医内科诊所
16,50788,蕉城区城南镇古溪村泰鑫苑,蕉城区城南镇古溪村泰鑫苑卫生室
16,50789,蕉城区西北路46号,蕉城蕉北黄吉艳中医内科诊所
16,50790,蕉城区飞鸾镇二都下村,蕉城区飞鸾镇二都下村卫生所
16,50791,蕉城区八都镇云淡村,蕉城区八都镇云淡村卫生所
16,50792,蕉城区金涵乡琼堂村,蕉城区金涵乡琼堂村卫生室
16,50793,蕉城区城南镇福洋村宝洋,蕉城区城南镇福洋村宝洋卫生室
16,50794,蕉城区虎贝乡岩炳村,蕉城区虎贝乡岩炳村卫生所
16,50795,蕉城区后岗开发区SJ=3#1号楼A间,蕉城城南蔡祖坤西医内科诊所
16,50796,蕉城区漳湾镇马山村,蕉城区漳湾镇马山村卫生所
16,50797,蕉城区飞鸾镇向阳里村,蕉城区飞鸾镇向阳里村卫生所
16,50798,蕉城区飞鸾镇碗窑村,蕉城区飞鸾镇碗窑村卫生所
16,50799,蕉城区飞鸾镇飞鸾村,蕉城区飞鸾镇飞鸾村卫生所
16,50800,蕉城区城南镇福洋村,蕉城区城南镇福洋村卫生室
16,50801,蕉城区金涵乡金涵大松岗,蕉城区金涵乡金涵大松岗卫生室
16,50802,蕉城区少年宫路南17弄2号,蕉城区蕉南彭章全中医内科门诊所
16,50803,蕉城区鹤峰路15号,蕉城蕉北林守宏西医内科诊所
16,50804,蕉城区蕉北大路21号,蕉城蕉北韩文健西医内科诊所
16,50805,蕉城区城南镇塔山村,蕉城区城南镇塔山村卫生所
16,50806,蕉城区城南镇贵岐村,蕉城区城南镇贵岐村卫生所
16,50807,蕉城区赤溪镇院前村,蕉城区赤溪镇院前村卫生所
16,50808,蕉城区八都镇下板村,蕉城区八都镇下板村卫生所
16,50809,,福鼎管阳吴金波中医内科诊所
16,50810,古田县新华路A7号,古田县妇幼保健院
16,50811,东侨侨兴社区,东侨侨兴社区卫生服务站
16,50812,柘荣县河洋西路16号,柘荣县城郊卫生院
16,50813,柘荣县黄柏乡黄柏村169号,柘荣县黄柏卫生院
16,50814,柘荣县宅中乡宅中村福街14号,柘荣县宅中卫生院
16,50815,蕉城区八都镇八都村,蕉城区八都镇八都村卫生所
16,50816,蕉城区八都镇福口村,蕉城区八都镇福口村卫生所
16,50817,蕉城区城南镇福洋村,蕉城区城南镇福洋村卫生所
16,50818,,屏南古峰苏享慈西医内科诊所
16,50819,,福鼎市天乐大药房
16,52077,福鼎市桐城南湾路37、39、41号,福鼎市康明医院
16,52079,福鼎市白琳镇白岩村,福鼎市白琳镇白岩村卫生所
16,52093,福安市溪尾镇下邳村,福安市溪尾镇下邳村第二卫生室
16,52094,福安市湾坞乡下塘村,福安市湾坞乡下塘村卫生所
16,52098,康厝乡福源村内,福安市康厝乡福源村卫生所
16,52099,穆阳镇百岁街214号									 ,福安市穆阳镇穆阳村卫生所			 
16,52100,福安市穆云乡咸福村内									 ,福安市穆云乡咸福村卫生所			 
16,52101,福安市下白石镇塘楼下村内									 ,福安市下白石镇塘楼下村卫生所			 
16,52102,福安市穆云乡桂林村樟林1号									 ,福安市穆云乡桂林村卫生室			 
16,52107,福安市南湖花园C区5号,福安市城南街道南湖社区卫生服务站
16,52127,穆云乡外洋村86号									 ,福安市穆云乡外洋村卫生所			 
16,52132,福安市赛岐镇永安东路106号,福安市鑫安泰医药有限公司泰民大药房
16,52135,福安市城北上杭陈厝上巷1号,福安城北张柏忠中医内科诊所
16,44733,屏南县古丰镇翠屏南路2号C12,福建省屏南县大兴医药有限公司第二门市部
16,53742,古田县平湖镇新舫村新舫大厦,古田县平湖镇新舫村新舫大厦
16,53745,福安市赛岐镇江兜村,福安市赛岐镇江兜村
16,53746,屏南古峰镇文化路3号楼9-12号,屏南古峰镇文化路3号楼9-12号
16,50872,福安市冠后路4号楼6-7号店,仓库
16,50874,福安市城北新华中路60号,福安市大元医药有限公司
16,50876,宁德市东侨经济开发区薛岭之路9号美福嘉园B区1号楼109-1、109-2室,宁德市东侨经济开发区薛岭之路9号美福嘉园B区1号楼109-1、109-2室
16,52143,福安市阳头广场北路67-69号店,福安城南陈英勤中医内科诊所
16,52148,宁德市蕉城区金涵乡宁德监狱,宁德监狱卫生所
16,52161,宁德市东侨经济开发区华庭小区一期14幢121,宁德市东侨经济开发区众世康华庭医药有限公司
16,52172,霞浦县溪南镇新街,霞浦溪南叶钦勇西医内科诊所
16,52187,宁德市蕉城区金涵国道路31号2号楼,公司仓库 PTLY
16,53839,,公司仓库
16,53842,宁德市蕉城区荷园新村鹤峰路61-8号,宁德市蕉城区荷园新村鹤峰路61-8号
16,53851,福安市鹤祥新城群英楼8号,福安市鹤祥新城群英楼8号
16,53856,福安市城阳镇瓮窑村内,福安市城阳镇瓮窑村内
16,50937,古田县凤都镇双珠村粮站路9号,古田县凤都镇双珠村卫生所-3
16,50949,古田县城东东方绿洲3号楼6号店,古田县城东东方绿洲3号楼6号店
16,50955,蕉城区城南镇坪塔村卫92号,蕉城区城南镇坪塔村卫92号
16,50963,"宁德市东侨经济开发区闽东东路7号3幢105,106号","宁德市东侨经济开发区闽东东路7号3幢105,106号"
16,50964,蕉城南路36号,蕉城南路36号
16,50976,,福建省宁德市古田同春医药有限公司
16,50979,霞浦县三沙镇三农村桥头卫生室,
16,42013,福建省宁德市福鼎市桐山河乾路福龙商住楼115号,仓库
16,52262,浦城县忠信镇半源村,浦城县忠信镇半源村
16,52263,浦城县滨江新天地商业小楼111、112号店面,浦城县滨江新天地商业小楼111、112号店面
16,52264,浦城县富岭镇双同村,浦城县富岭镇双同村卫生所
16,52265,浦城县管厝乡党溪村,浦城县管厝乡党溪村卫生所 
16,52266,浦城县管厝乡溪南村,"浦城县管厝乡溪南村卫生所
"
16,52267,"浦城县城西供电所西侧五一六号店面
","浦城县金明药行
"
16,52268,浦城县九牧乡黄毕村,"浦城县九牧乡黄毕村卫生所
"
16,52269,浦城县九牧镇吴墩村,浦城县九牧镇吴墩村卫生所 
16,52270,浦城县九牧镇洋墩村 ,浦城县九牧镇洋墩村卫生所
16,53906,长宁县长宁镇泽鸿路二段218号,仓库1
16,51003,福鼎市桐城街道宛亭小区6栋5号,福鼎市桐城街道流美村秀岭卫生室
16,51010,霞浦县松城街道文化广场A幢,霞浦苏文雅西医内科诊所
16,51023,福安市赛岐镇永安西路119号,福安市赛岐镇永安西路119号
16,51026,福安市赛坡镇钟山西路56号,福安市赛坡镇钟山西路56号
16,51042,福安市中兴西路72号,福安市中兴广安医药有限公司
16,51052,福安市赛岐镇大叶村内,福安市赛岐镇大叶村卫生所
16,51069,福安市松罗乡杜坑村,福安市松罗乡杜坑村卫生所
16,51071,福建省宁德市福安市鹤山路65号,福安市易园永兴医药有限公司
16,49391,蕉城区蕉北洋中路6号,蕉城蕉北章石发中医内科诊所
16,49392,蕉城区宫边路11号,蕉城蕉南龚信泉中医内科诊所
16,49393,蕉城区蕉城北路外贸楼1号,蕉城区蕉北林开坚中医内科诊所
16,49394,蕉城区815中路70号,蕉城蕉南周胜仁中医内科诊所
16,49395,蕉城区东门商城51号店,蕉城蕉北陈品元中医内科诊所
16,49396,蕉城区西门路54号,蕉城蕉北李怀涌中医内科诊所
16,49397,蕉城区城东隆鑫商城145号,蕉城蕉南许大妹中医内科诊所
16,49398,蕉城区蕉城南路溪边弄44号,蕉城蕉南黄孝宣中医内科诊所
16,49399,蕉城区单石碑路79号,蕉城区蕉北刘德妙西医内科诊所
16,49400,蕉城区后岗开发区B区101号,蕉城蕉南池建泉中医内科诊所
16,49401,蕉城区下宅园路5弄3号,蕉城区蕉南黄尚卯西医内科诊所
16,49402,蕉城区鹤峰路7号,蕉城区蕉北周英珍西医内科诊所
16,49403,蕉城区署前路金龙大厦,蕉城蕉南陈仲仁中医内科诊所
16,49404,蕉城区蕉城北路28号,蕉城蕉北吴维秋中医内科诊所
16,49405,蕉城区蕉南丽城山庄,蕉城区蕉南丽城山庄卫生室
16,49406,宁德市蕉城区南际路60号,宁德市蕉城区蕉南益延堂药店
16,49407,宁德市蕉城区霍童镇观霞东路1-5号,宁德市蕉城区霍童仁安堂药店
16,49408,宁德市蕉城区北大路30号,宁德市蕉城区蕉北广益堂药店
16,49409,宁德市蕉城区鹤峰路21号,宁德市蕉城区蕉北陈强康桥药店
16,49410,宁德市蕉城区东湖路建兴楼A幢13号店,宁德市蕉城区蕉南永康堂商店
16,49411,蕉城区东湖路隆鑫商城132号,蕉城蕉南郭永福中医内科诊所
16,49412,蕉城区八都镇海星村,蕉城区八都镇海星村卫生所
16,49413,,屏南县计生服务站花亭街诊所
16,49414,蕉城区八都镇新楼村,蕉城区八都镇新楼村卫生所
16,49415,,周宁县咸村镇桃源药店
16,49416,,古田县顺安药店
16,53948,福安市坂中满春街北路16号,福安市坂中满春街北路16号
16,53950,荔城区九都镇洋岸坂村,蕉城区九都镇洋岸坂村卫生所
16,53951,福安市湖滨北路1号,福安市湖滨北路1号
16,53953,福安市湾邬镇上洋村内,福安市湾邬镇上洋村内
16,53954,福安市湾邬镇炉山,福安市湾邬镇炉山
16,53955,福鼎市太姥大道60-62号,福鼎市太姥大道60-62号
16,53956,蕉城区赤溪镇留洋村,蕉城区赤溪镇留洋村
16,53958,蕉城区金涵乡琼堂村宫边路6号,蕉城区金涵乡琼堂村宫边路6号
16,53961,福鼎市海口路69号二轻大楼,福鼎市海口路69号二轻大楼
16,53975,蕉城区七都镇西林村旧村委楼边,蕉城区七都镇西林村旧村委楼边
16,51078,福安市溪尾镇溪尾村安置区,福安市溪尾镇溪尾村第二卫生室
16,51080,屏南县古峰镇翠屏南路247号,福建省屏南县大兴医药有限公司第三门市部
16,51097,古峰镇佳洋新村19号,屏南古峰张达桢西医内科诊所
16,51118,柘荣县615西路2-2号,柘荣雷新苗中医内科诊所
16,51120,寿宁县清源乡岱阳村村委楼对面,寿宁县清源乡岱阳村第一卫生所
16,51122,寿宁县鳌阳镇胜利街58号,寿宁县鳌阳张梓林中医诊所
16,51124,寿宁县斜滩镇楼下村旧邮政所,寿宁县斜滩镇楼下村第一卫生所
16,51125,寿宁县犀溪镇仙峰村,寿宁县犀溪镇仙峰村第三卫生所
16,51126,寿宁县坑底乡坑底庙后街26号,寿宁县坑底乡坑底庙后村卫生室
16,51127,蕉城区霍童镇兴贤村南大街8号,蕉城区霍童镇兴贤村卫生所
16,51128,寿宁县鳌阳镇解放街232-2号,寿宁县鳌阳陈孝齐西医诊所
16,51134,周宁县狮城镇龙潭村,周宁县狮城镇龙潭村卫生室
16,51135,福鼎市龙安开发区安海西路81号,福鼎市龙安开发区宝锋药店
16,51137,福鼎市硖门乡斗门头村文渡,福鼎市硖门乡斗门头村文渡卫生室
16,51138,周宁县泗桥乡下西坑村,周宁县泗桥乡下西坑村卫生所
16,51139,周宁县狮城镇下炉村,周宁县狮城镇下炉村卫生所
16,51140,柘荣县柳城东路101号,柘荣县计划生育服务站
16,51145,寿宁县武曲镇南岸村8号,寿宁县武曲镇南岸村卫生所
16,51151,宁德市东侨经济开发区东桥大道6号（九龙商城）4幢1层7,宁德市东侨经济开发区九龙家家康大药房有限责任公司
16,49417,福安市下白石镇下岐村,福安市下白石镇下岐村卫生所
16,49418,福安市下白石镇顶头村,福安市下白石镇顶头村第二卫生室
16,49419,,屏南县古峰社区卫生服务中心(长坋)
16,49420,,福安城南林润明中医内科诊所
16,49421,福安市赛岐镇下浦村,福安市赛岐镇下浦村卫生所
16,49422,福安市溪柄镇溪南村,福安市溪柄镇溪南村卫生所
16,49423,福安市溪柄镇扆山村,福安市溪柄镇扆山村卫生所
16,49424,福安市赛岐镇大盘村,福安市赛岐镇大盘村卫生室
16,49425,福安市溪柄镇黄兰村,福安市溪柄镇黄兰村卫生所
16,49426,福安市溪柄镇仙洋里村,福安市溪柄镇仙洋里村卫生所
16,49432,霞浦县松城街道河尾街8号,霞浦县松城街道河尾街8号
16,49474,周宁县咸村镇上坂村溪边路40号,周宁县咸村镇上坂村溪边路40号
16,49500,福安市溪潭镇双峰村内									 ,福安市溪潭镇双峰村卫生所			 
16,49505,上白石镇沙坑村内,福安市上白石镇沙坑村卫生所
16,54037,蕉城区蕉北路26号,蕉城区蕉北路26号
16,54041,寿宁县芹洋乡山头村,寿宁县芹洋乡山头村
16,54047,寿宁县坑底乡坑底村坑东自然村影剧院7-1,寿宁县坑底乡坑底村坑东自然村影剧院7-1
16,54068,霞浦县松城街道办事处松北社区六一七路590号,仓库
16,54076,古田县平湖镇平湖街七支路21号,古田县平湖镇平湖街七支路21号
16,54112,,nd
16,51173,福建省宁德市福安市阳头工业北路1号,福安市中兴广安医药有限公司阳头民安药店
16,51186,福安市棠发洋28号,福安城北邱海燕西医内科诊所
16,51195,福安市中兴路实验幼儿园8号店,福安市京都富春医药有限公司
16,51204,霞浦县松港街道大沙村,霞浦县松港街道大沙村卫生所
16,51207,寿宁县鳌阳镇胜利街58号,寿宁县鳌阳张恒书中医诊所
16,50053,古田县城东街道赖厝村,古田县城东街道赖厝村
16,50061,寿宁县平溪乡东山头村村委楼1层,寿宁县平溪乡东山头村村委楼1层
16,50073,蕉城区城南镇金蛇头村,蕉城区城南镇金蛇头村
16,50092,屏南县熙岭乡塘后村溪角垱,屏南县熙岭乡塘后村卫生所
16,50120,蕉城区漳湾镇留屿村10号,蕉城区漳湾镇留屿村卫生所
16,50135,周宁县狮城镇龙潭村,周宁县狮城镇龙潭村卫生所
16,50137,寿宁县清源乡阳尾村,寿宁县清源乡阳尾村第一卫生所
16,50139,寿宁县鳌阳镇工业路162号,寿宁县鳌阳吴维龙中医诊所
16,50140,寿宁县斜滩镇斜滩村,寿宁县斜滩镇斜滩村卫生所
16,50142,福鼎市太姥山镇冷城村402号,福鼎市太姥山镇冷城村卫生所
16,50143,福鼎市太姥山镇秦海村碧寒路247号,福鼎市太姥山镇秦海村卫生所
16,50145,福鼎市白琳镇翁江村,福鼎市白琳镇翁江村卫生所
16,50146,福鼎市管阳镇管阳村中洋桥头72号,福鼎市管阳镇管阳村卫生所
16,50148,柘荣县上桥路49-1号,柘荣吴本铃中西医结合诊所
16,48031,古田县鹤塘镇鹤兴街173-1,古田县鹤塘镇鹤塘村卫生所-1
16,48047,宁德市蕉城区金涵国道路31号2号楼,LY宁德鹭燕医药有限公司仓库
16,48057,宁德市寿宁县鳌阳镇工业路197号,福建万盛医药有限公司
16,61293,屏南县古峰镇国宝路296号鸿运裕景C113,屏南县康美大药房
16,61834,福鼎市桐山街道镇西村西园路350号,福鼎市桐山街道镇西村西门卫生室
16,61835,福鼎市山前街道城东北路2巷155号,福鼎市山前街道山前村小溪卫生室
16,62353,福鼎市中山中路13号,福建省福鼎市海发医药有限公司第一门市部1
16,47132,宁德市金涵乡琼堂村国道路56号,公司仓库
16,47134,福鼎市古城西路5-9号（农贸大楼一层）,仓库
16,50160,柘荣县楮坪乡苏家洋村,柘荣县楮坪乡苏家洋村卫生所
16,50173,蕉城区漳湾镇王坑村东路北弄9号,蕉城区漳湾镇王坑村卫生所
16,50221,福建省宁德市福安市城北棠兴路8号楼204-206号,福安市恒康医药有限公司
16,56308,浦城县古楼乡岗里村 ,"浦城县古楼乡岗里村卫生所
"
16,56309,浦城县官路乡公路街87号 ,"浦城县官路俊华药店
"
16,56310,"浦城县王村村卫生所
","浦城县官路乡王村村卫生所
"
16,50236,福安市城阳镇秦溪村秦兴路137号,福安市城阳镇秦溪村第四卫生室
16,50237,蕉城区八都镇林洋头村56号,蕉城区八都镇林洋头村卫生所
16,50243,康厝乡苏坂村龙树路21号,福安市康厝乡苏坂村卫生所
16,50244,福安市穆阳镇苏堤村尾路96号									 ,福安市穆阳镇苏堤村第四卫生室			 
16,50263,赛岐镇上长岐村委楼旁,福安市赛岐镇上长岐村卫生所
16,50268,福安市潭头镇西坑村内,福安市潭头镇西坑村卫生所
16,50273,斜滩镇元潭村,寿宁县斜滩镇元潭村第一卫生所
16,50276,古田县凤埔乡平沙村,古田县风埔乡平沙村卫生所-1
16,50284,穆云乡黄如新村45号,福安市穆云乡黄如新村卫生所
16,34991,仓库, 仓库 古田县城东街道湖滨社区卫生服务中心
16,43154,福鼎市古城南路98号一层,仓库
16,48306,宁德市寿宁县,寿宁县鳌阳镇福星药店
16,48307,宁德市寿宁县,寿宁县南阳镇康康药店
16,48394,宁德市柘荣县,柘荣县大众药店
16,48395,宁德市柘荣县,柘荣县妇幼保健站
16,48396,宁德市柘荣县,柘荣县兴仁堂药店
16,48415,,周宁县广昌堂药店
16,48416,周宁县狮城镇罗汉亭路2号,周宁县广昌堂药店东街店
16,48463,宁德市蕉城北路13号,仓库
16,48465,福安市城南新华南路63路,仓库
16,56496,宁德市东侨大道东海商务广场1#9-10号店,宁德市东侨大道东海商务广场1#9-10号店
16,56540,周宁县礼门乡玉山村,周宁县礼门乡玉山村
16,56553,寿宁县大安乡大熟村,寿宁县大安乡大熟村
16,48500,福鼎市桐山华福安居大厦一层东向店面113号,福鼎市桐山华福安居大厦一层东向店面113号
16,48501,福鼎市桐山华福安居大厦一层东向店面113号,福鼎市桐山华福安居大厦一层东向店面113号
16,48538,松城王爷宫22号,松城王爷宫22号
16,48542,古田县城西614路龙景佳园A4号,古田县城西614路龙景佳园A4号
16,48564,福安市城阳镇洋面村卫生室,福安市城阳镇洋面村卫生室
16,44757,福安市富春大道(南)一号,福安东南医院
16,56597,蕉城区闽东西路天福苑3号楼A幢118号,蕉城区闽东西路天福苑3号楼A幢118号
16,56598,寿宁县南阳镇渔阳新村37号,寿宁县南阳镇渔阳新村37号
16,56602,福安市赛岐镇象环村新光路112号,福安市赛岐镇象环村新光路112号
16,56617,蕉城区霍童镇文湖村,蕉城区霍童镇文湖村
16,56624,寿宁县平溪镇屏峰村,寿宁县平溪镇屏峰村
16,47303,福建省福鼎市桐城街道岩前村花亭山（X973省道1公里处）百川仓储物流中心第1、2层,公司仓库
16,47316,福鼎市南大路67号,公司仓库
16,47317,福建省柘荣县双城镇文昌南路49号2幢,公司仓库
16,47318,福安市中兴街莲池广场1号楼地下商场,公司仓库
16,47324,宁德市寿宁县鳌阳镇工业路197号,公司仓库
16,48581,蕉城区霍童镇外表村,蕉城区霍童镇外表村
16,48582,寿宁县鳌鱼镇胜利街旧农贸市场一层靠医院侧两间,寿宁县鳌鱼镇胜利街旧农贸市场一层靠医院侧两间
16,48593,蕉城区洋中镇利洋村,蕉城区洋中镇利洋村
16,48619,福安市松罗乡松罗村8号,福安市松罗乡松罗村卫生所
16,48633,蕉城区漳湾镇南埕村陈北北边势31号,蕉城区漳湾镇南埕村陈北卫生室
16,48643,福鼎市海口路223号,福鼎桐城吴宗田西医内科诊所
16,48647,寿宁县鳌阳东区国贸大厦旁边,寿宁县鳌阳王芝淼中医诊所
16,48648,寿宁县托溪乡托溪村外街3号,寿宁县托溪乡托溪村卫生所
16,48649,寿宁县清源乡三望洋村,寿宁县清源乡三望洋村第二卫生所
16,48650,周宁县狮城镇洋庄村,周宁县狮城镇洋庄村卫生所
16,34732,宁德市蕉城区疏港路1-1号,股份宁德物流中心
16,56652,寿宁县鳌阳镇解放街32号,寿宁县鳌阳镇解放街32号
16,56671,宁德市东侨工业集中区的锦绣家园3-4号楼9号店,宁德市东侨工业集中区的锦绣家园3-4号楼9号店
16,56705,古田县黄田镇双坑村双湖路8号,古田县黄田镇双坑村双湖路8号
16,56709,霞浦县松城龙首路135号,霞浦县松城龙首路135号
16,48652,寿宁县斜滩镇香菇山村,寿宁县斜滩镇香菇山村卫生所
16,48653,福安市晓阳镇谷口村内,福安市晓阳镇谷口村卫生所
16,48655,福建省宁德市寿宁县鳌阳镇工业路6号,寿宁县鳌阳镇鑫鑫药店(普通合伙人)
16,48660,福安市社口镇龟龄村内,福安市社口镇龟龄村卫生所
16,48661,宁德市周宁县东街56号,周宁县医药公司第一门市部
16,48679,福安市城北福新中路10号对面,福安城北林伏长中医内科诊所
16,48688,蕉城区金涵乡烟亭村6号,蕉城区金涵乡烟亭村卫生所
16,48694,福安市湖滨北路1号,福安市京都富春医药有限公司湖滨第一分公司
16,56736,蕉城区九都镇贵村村,蕉城区九都镇贵村村
16,56744,蕉城区九都镇九都村九都街50号,蕉城区九都镇九都村九都街50号
16,56752,宁德市东侨经济开发区福宁北路海天水岸阳光20号楼,宁德市东侨经济开发区福宁北路海天水岸阳光20号楼
16,56775,宁德市兴宁路1号(富豪家)10幢一层104号,宁德市兴宁路1号(富豪家)10幢一层104号
16,56797,福安市甘棠镇外塘村内,福安市甘棠镇外塘村卫生室
16,56801,宁德市蕉城区隆鑫商城110、111号,宁德市三好康桥大药房有限公司
16,48737,蕉城区七都镇瀛洲新村,蕉城区七都镇瀛洲新村卫生室
16,48741,周宁县狮城镇桥南街107号,周宁县一心同仁大药房有限公司
16,48745,寿宁县芹洋乡芹洋村新村,寿宁县芹洋乡芹洋村新村卫生室
16,48750,寿宁县南阳镇铁场村村委楼一层,寿宁县南阳镇铁场村卫生所
16,48751,福安市下白石镇大伙村内									 ,福安市下白石镇大获村第二卫生室			 
16,48754,福安市赛岐镇罗江村新市场边,福安市赛岐镇罗江村第二卫生室
16,48758,福安市鹤山路54号,福安市城南街道南郊社区卫生服务站
16,48779,福鼎市点头镇镇江路112号									 ,福鼎市点头镇观洋村岐尾卫生室			 
16,48790,蕉城区蕉北建新路2号九建集资房一层9号店面,蕉城蕉北吕本堂西医内科诊所
16,48808,福安市阳泉路111号,福安市京都富春医药有限公司阳泉分公司
16,56829,寿宁县平溪镇南溪村,寿宁县平溪镇南溪村第二卫生所
16,56838,福鼎市管阳镇花亭村,福鼎市管阳镇花亭村卫生所
16,56850,柘荣县双城镇荣华路66号,柘荣县双城镇青凤村卫生所
16,56851,寿宁县武曲镇梅洋村,寿宁县武曲镇梅洋村卫生所
16,56852,寿宁县斜滩镇斜滩村坂尾洋自然村,寿宁县斜滩镇斜滩村坂尾洋卫生室
16,56853,寿宁县鳌阳镇解放街8号,寿宁县鳌阳徐守清中医诊所
16,56854,寿宁县斜滩镇印潭村下佬本宅,寿宁县斜滩镇印潭村下佬卫生室
16,56855,寿宁县斜滩镇新华街35号,寿宁县斜滩余乃庆中医诊所
16,56856,寿宁县凤阳乡官田村,寿宁县凤阳乡官田村第三卫生所
16,56857,周宁县狮城镇南庄村,周宁县狮城镇南庄村卫生所
16,56858,寿宁县斜滩镇元潭村本宅,寿宁县斜滩镇元潭村第二卫生所
16,56859,寿宁县斜滩镇龙洋街桥头,寿宁县斜滩镇春福药店
16,56860,周宁县狮城镇东街6号,周宁县狮城镇狮城村第一卫生所
16,56861,福安市社口镇镇头村三坪处22号,福安市社口镇填头村卫生所
16,56863,福鼎市龙安开发区桑杨村,福鼎市龙安开发区桑杨卫生室
16,56866,福鼎太姥山镇金安路49号,福鼎太姥山华净中医科诊所
16,56868,周宁县七步镇后洋村,周宁县七步镇后洋村卫生所
16,56880,寿宁县大安乡伏际村旧村委楼,寿宁县大安乡伏际村卫生所
16,56889,霞浦县松港街道后岐村,霞浦县松港街道后岐村卫生所
16,48819,蕉城区洋中镇眉屿村,蕉城区洋中镇眉屿村卫生所
16,49522,,宁德库
16,56896,蕉城区洪口乡库山村,蕉城区洪口乡库山村卫生所
16,56912,宁德市东侨经济开发区天湖东路13号(东湖豪门)6幢104号,宁德市东侨经济开发区东湖日丰大药房有限公司
16,56930,古田县黄田镇松峰村,古田县黄田镇松峰村卫生所-1
16,56933,周宁县狮城镇东街96号大门外东侧第三、四、五间,周宁县便民医药有限公司
16,56934,福安市上白石镇财洪村财洪路60号,福安市上白石镇财洪村卫生所
