KEYID,WAREHID,ROUTEID,TRANSID,ROUTESEQ,DISTANCE,INCEPTADDR,EQUTRANSID,SENDPOS,ROUTENAME,INTOWNFLAG,TRANSFLAG,USESTATUS,TRANSNAME,TRANSMODE,TRANSMODEID,ZONENO,ZONENAME,ZONEID,COMPANYNAME,TRCOMPANYID,WAREHNAME,MEMO,Xiamen.经度,Xiamen.纬度
236657,1,9,2239465,,,厦门市翔安区民安街道山亭侯阁里34-2-101号,,厦门市翔安区民安街道山亭侯阁里34-2-101号,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.20743,24.635266
236704,1,9,2238495,,,厦门市翔安区新店镇洪琳湖二里88号,,厦门市翔安区新店镇洪琳湖二里88号,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.240551,24.602721
236680,1,9,2238498,,,厦门市翔安区马巷镇五星社区溪上巷95号,,厦门市翔安区马巷镇五星社区溪上巷95号,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.253189,24.661306
236660,1,9,2238499,,,厦门市翔安区马巷镇城场社区城场北里2-3-101,,厦门市翔安区马巷镇城场社区城场北里2-3-101,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.212216,24.629252
236923,1,9,2238779,,,厦门市翔安区舫阳西路11-29号生产车间第三层之五单元,,厦门市翔安区舫阳西路11-29号生产车间第三层之五单元,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.254256,24.650167
236705,1,9,2239121,,,厦门市翔安区新店镇洪琳湖三里7、8号,,厦门市翔安区新店镇洪琳湖三里7、8号,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.241439,24.605001
243631,1,9,2241774,,,翔安区马巷镇民安路123号,,(燕来福)厦门市翔安区马巷卫生院,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.24893,24.66073
243628,1,9,2241775,,,舫阳村卫生所,,（燕来福）舫阳村卫生所,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.268517,24.648394
243633,1,9,2241778,,,赵厝社区卫生所,,（燕来福）赵厝社区卫生所,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.250387,24.616723
243626,1,9,2241780,,,蔡浦村卫生所,,（燕来福）蔡浦村卫生所,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.228577,24.622623
243688,1,9,2241782,,,新垵村村部,,新垵村卫生所,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,117.999252,24.527271
243639,1,9,2241788,,,黄厝村村部,,黄厝村卫生所,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.157677,24.443731
243690,1,9,2241792,,,翔安区内厝镇上塘村240号,,内厝卫生院,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.279056,24.66678
237621,1,9,2239667,,,厦门市翔安区新店镇翔安东路5006号,,厦门翔安莲福堂综合门诊部,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.251719,24.615329
237997,1,9,2239916,,,厦门市翔安区凤翔街道琼头新南里2号,,厦门市翔安区凤翔街道琼头新南里2号,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.195411,24.627684
243770,1,9,2242255,,,厦门市翔安区新店镇翔安东路5006号,,（燕来福）厦门翔安莲福堂综合门诊部,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.251719,24.615329
243472,1,9,2242260,,,厦门市翔安区马巷镇巷南路270号之一之二,,（燕来福）厦门市普济医疗科技有限公司,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.25031,24.65509
243351,1,9,2242298,,,厦门市翔安区五星路479号之4单元B区,,燕来福（厦门市和延药业有限公司）,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.257768,24.67249
236711,1,9,2239149,,,厦门市翔安区新店镇浦园一路257号,,厦门市翔安区新店镇浦园一路257号,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.231951,24.564465
236699,1,9,2239151,,,厦门市翔安区浦园一路252号,,厦门市翔安区浦园一路252号,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.232536,24.563965
236698,1,9,2239152,,,厦门市翔安区浦园三里2号108-109单元,,厦门市翔安区浦园三里2号108-109单元,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.227371,24.558663
236674,1,9,2239159,,,厦门市翔安区马巷镇山亭侯阁里4-101号,,厦门市翔安区马巷镇山亭侯阁里4-101号,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.20743,24.635266
236702,1,9,2239174,,,厦门市翔安区新店镇顶曾路78号,,厦门市翔安区新店镇顶曾路78号,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.240543,24.625919
236690,1,9,2239185,,,厦门市翔安区民安街道赵厝前厝东里138-101号,,厦门市翔安区民安街道赵厝前厝东里138-101号,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.214464,24.657083
236663,1,9,2239187,,,厦门市翔安区马巷镇东路105、107号,,厦门市翔安区马巷镇东路105、107号,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.250529,24.657005
236673,1,9,2239188,,,厦门市翔安区马巷镇市头村北路15号,,厦门市翔安区马巷镇市头村北路15号,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.251688,24.643389
243686,1,9,2241794,,,琼坑村村部,,琼坑村卫生所,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.296249,24.692114
243687,1,9,2241795,,,上塘社区村部,,上塘社区卫生所,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.277931,24.667452
243689,1,9,2241800,,,翔安区内厝镇上塘村240号,,（燕来福）厦门市翔安区内厝卫生院,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.279056,24.66678
243287,1,9,2241802,,,厦门市翔安区马巷镇民安路101号,,第五医院药库,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.2483,24.65961
243281,1,9,2241803,,,厦门市翔安区马巷镇民安路101号,,第五医院住院药房,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.2483,24.65961
243278,1,9,2241804,,,厦门市翔安区马巷镇民安路101号,,厦门市第五医院仓库 ,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.2483,24.65961
243274,1,9,2241805,,,厦门市湖里华泰路A幢二层,,湖里公司,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.105542,24.507558
243277,1,9,2241807,,,厦门市翔安区马巷镇民安路101号,,泌尿外科,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.2483,24.65961
243292,1,9,2241808,,,厦门市翔安区马巷镇民安路101号,,普外科,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.2483,24.65961
243283,1,9,2241809,,,厦门市翔安区马巷镇民安路101号,,血透室 ,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.2483,24.65961
243288,1,9,2241810,,,厦门市翔安区马巷镇民安路101号,,麻醉科,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.2483,24.65961
243286,1,9,2241812,,,厦门市翔安区马巷镇民安路101号,,%手术室,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.2483,24.65961
243289,1,9,2241813,,,厦门市翔安区马巷镇民安路101号,,外科,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.2483,24.65961
243279,1,9,2241814,,,厦门市翔安区马巷镇民安路101号,,心电图室,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.2483,24.65961
243290,1,9,2241815,,,厦门市翔安区马巷镇民安路101号,,儿科,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.2483,24.65961
243276,1,9,2241816,,,厦门市翔安区马巷镇民安路101号,,ICU,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.2483,24.65961
243291,1,9,2241818,,,厦门市翔安区马巷镇民安路101号,,妇产科,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.2483,24.65961
243282,1,9,2241820,,,厦门市翔安区马巷镇民安路101号,,(燕来福)厦门市第五医院,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.2483,24.65961
243285,1,9,2241821,,,厦门市翔安区马巷镇民安路101号,,神经内科,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.2483,24.65961
243284,1,9,2241822,,,厦门市翔安区马巷镇民安路101号,,肿瘤内科,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.2483,24.65961
243275,1,9,2241823,,,厦门市翔安区马巷镇民安路101号,,骨一科,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.2483,24.65961
243280,1,9,2241825,,,厦门市翔安区马巷镇民安路101号,,第五医院血透室,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.2483,24.65961
243728,1,9,2241826,,,祥吴村村部,,祥吴村卫生所,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.244522,24.628237
243723,1,9,2241828,,,新店镇新兴街永兴路9号,,新店中心卫生院,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.244551,24.607135
243705,1,9,2241831,,,洪厝村村部,,洪厝村卫生所,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.231308,24.595354
243708,1,9,2241832,,,洪前村村部,,洪前村卫生所,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.249741,24.590834
243715,1,9,2241836,,,欧厝村村部,,欧厝村卫生所,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.244576,24.540293
243717,1,9,2241837,,,彭厝村村部,,彭厝村卫生所,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.244606,24.550867
243719,1,9,2241840,,,前浯村村部,,前浯村卫生所,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.259171,24.559002
243695,1,9,2241841,,,垵山村村部,,垵山村卫生所,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.20639,24.581648
243721,1,9,2241849,,,西滨村村部,,西滨村卫生所,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.225258,24.551641
243724,1,9,2241851,,,下后滨村村部,,下后滨村卫生所,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.191872,24.603251
243713,1,9,2241857,,,刘五店村,,刘五店村卫生所,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.193497,24.570999
243702,1,9,2241859,,,"福建厦门翔安区新店镇新兴街永兴路9号
",,"厦门市翔安区新店中心卫生院	药房
",线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.244551,24.607135
243703,1,9,2241864,,,"福建厦门翔安区新店镇新兴街永兴路9号
",,燕来福（厦门市翔安区新店中心卫生院),线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.244551,24.607135
236043,1,9,2237302,,,厦门市翔安区新店街道祥福路2005号 翔安区人民政府,,厦门市翔安区应急管理局,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.248034,24.618542
236611,1,9,2238394,,,翔安东路2000号,,翔安东路2000号,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.265977,24.587977
239445,1,9,2240264,,,厦门市翔安区马巷镇窗东社区窗东北里305,,厦门市翔安区马巷镇窗东社区卫生所,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.222798,24.625638
239386,1,9,2240278,,,厦门市翔安区新店街道曾吴路447号,,厦门市翔安区新店街道曾吴路447号,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.245448,24.625166
236728,1,9,2239192,,,厦门市翔安区祥福五里21号110-111单元,,厦门市翔安区祥福五里21号110-111单元,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.24439,24.619951
236671,1,9,2239209,,,厦门市翔安区马巷镇马巷街176号,,厦门市翔安区马巷镇马巷街176号,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.250751,24.662282
236710,1,9,2239213,,,厦门市翔安区新店镇欧厝西里64-105号,,厦门市翔安区新店镇欧厝西里64-105号,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.240393,24.544781
237425,1,9,2239242,,,厦门火炬高新区（翔安）产业区翔安北路3689号（厂房A）201-1,,厦门火炬高新区（翔安）产业区翔安北路3689号（厂房A）201-1,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.224406,24.660951
243769,1,9,2241940,,,厦门市翔安区马巷镇巷南路供销综合楼B栋二楼,,厦门翔安康翔综合门诊部,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.253058,24.663155
236658,1,9,2239457,,,厦门市翔安区马巷街道市头北里15-101号,,厦门市翔安区马巷街道市头北里15-101号,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.255771,24.642863
236656,1,9,2239458,,,厦门市翔安区金海街道浦园一路212号、214号,,厦门市翔安区金海街道浦园一路212号、214号,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.23162,24.56379
236652,1,9,2239163,,,厦门市翔安区曾吴路447号,,厦门市翔安区曾吴路447号,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.245448,24.625166
236694,1,9,2239261,,,厦门市翔安区内厝镇赵岗村东界117号,,厦门市翔安区内厝镇赵岗村东界117号,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.271987,24.669859
243679,1,9,2242007,,,厦门市翔安区马巷镇前庵村垵边路412号四楼、五楼,,（燕来福）厦门万盛达食品有限公司,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.247187,24.634424
243036,1,9,2242011,,,厦门市翔安区新店镇顶曾路78号,,（燕来福）厦门永廷堂药业有限公司,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.240543,24.625919
239129,1,9,2238283,,,/,,/,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.2483,24.65961
243625,1,9,2242026,,,厦门市翔安区马巷镇巷西三里56号,,（燕来福）厦门翔安和延中医门诊部,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.249032,24.669322
243965,1,9,2242072,,,厦门火炬高新区（翔安）产业区翔安北路3689号（厂房A）201-4;301-1,,福建省联益堂大药房有限公司,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.224406,24.660951
236605,1,9,2238285,,,福建省厦门翔安区厦门火炬高新（翔安）产业区翔安北路3701号之一致善生物4楼,,福建省厦门翔安区厦门火炬高新（翔安）产业区翔安北路3701号之一致善生物4楼,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.227,24.663625
236668,1,9,2238520,,,厦门市翔安区马巷镇后许社区南里1号之一,,厦门市翔安区马巷镇后许社区南里1号之一,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.250387,24.616723
247683,1,9,2433911,,,厦门市翔安区马巷街道黎安社区黎安内林厝里68,,厦门市翔安区马巷街道黎安社区卫生所,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.250387,24.616723
248046,1,9,2528359,,,厦门市翔安区香山街道沙美鹊峰南里301-104号、301-105号,,厦门市久和堂药业有限公司,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.246498,24.609009
248047,1,9,2528428,,,厦门市翔安区新店镇欧厝西里64-105号,,厦门市御辰堂药业有限公司,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.240393,24.544781
247195,1,9,2298726,,,厦门市翔安区马巷镇城场社区城场北里2-3-101,,厦门市翔安区马巷镇城场社区卫生所,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.212216,24.629252
247231,1,9,2302381,,,厦门市翔安区马巷街道郑坂东里60-1-101号,,厦门翔安张炽贤口腔诊所,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.237495,24.644018
247196,1,9,2302430,,,厦门市翔安区马巷镇朱坑社区朱坑里3-3,,厦门市翔安区马巷镇朱坑社区卫生所,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.250387,24.616723
247269,1,9,2321189,,,厦门市翔安区马巷镇前庵社区前庵里200,,厦门市翔安区马巷镇前庵社区卫生所,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.230289,24.674292
247270,1,9,2326195,,,厦门市翔安区马巷镇市头社区市头南里190,,厦门市翔安区马巷镇市头社区卫生所,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.250678,24.641891
247267,1,9,2326228,,,厦门市翔安区马巷街道古安巷76-1-101,,厦门市翔安区马巷街道五美社区卫生所,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.253251,24.659816
247268,1,9,2326245,,,厦门市翔安区马巷街道曾林社区曾林乐安里107-2,,厦门市翔安区马巷街道曾林社区卫生所,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.252137,24.682355
247482,1,9,2371665,,,厦门市翔安区马巷镇后滨社区巷南路巷南三里7号,,厦门市翔安区马巷镇后滨社区巷南路卫生所,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.250301,24.653136
247485,1,9,2395593,,,厦门市翔安区马巷街道古安巷76-1-101,,五美社区卫生所,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.253251,24.659816
247486,1,9,2395651,,,厦门市翔安区马巷街道锦绣祥安五权路2418号,,舫星社区卫生所,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.257966,24.656289
247481,1,9,2395656,,,厦门市翔安区马巷街道书院路41-5号,,马巷社区后亭卫生所,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.251745,24.663157
247493,1,9,2405089,,,厦门市翔安区金海街道浦园一路274号,,厦门为笑口腔有限公司翔安口腔诊所,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.233125,24.564691
247067,1,9,2246658,,,厦门市翔安区新店镇顶曾路78号,,厦门永廷堂药业有限公司,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.240543,24.625919
247066,1,9,2246664,,,厦门市翔安区马巷镇舫阳社区溪上里103,,厦门市翔安区马巷街道舫阳社区卫生所,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.261244,24.656786
247066,1,9,2246664,,,厦门市翔安区马巷镇舫阳社区溪上里103,,厦门市翔安区马巷街道舫阳社区卫生所,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.261244,24.656786
247186,1,9,2270406,,,厦门市翔安区马巷镇民安路101号9号楼2楼（7号楼负一楼隔壁栋）,,第五医院发热门诊,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.2483,24.65961
247187,1,9,2274068,,,厦门市翔安区马巷街道龙池路52号,,三乡卫生所,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.250476,24.663043
247188,1,9,2274077,,,厦门市翔安区马巷街道六路巷32、33号,,友民社区卫生所,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.250791,24.662464
265163,1,9,2859955,,,厦门市翔安区翔安东路2000号,,儿内科-门诊,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.265977,24.587977
258905,1,9,2797641,,,厦门市翔安区民安街道赵厝前厝东里78号101,,厦门市翔安区民安街道赵厝前厝东里78号101,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.214464,24.657083
259569,1,9,2885754,,,厦门市翔安区马巷镇陈新社区陈新陈头里208-1,,厦门市翔安区马巷镇陈新社区陈新陈头里208-1,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.195463,24.621043
248163,1,9,2550347,,,厦门市翔安区马巷街道巷西五里12-105号、12-106,,厦门翔安鑫清泰口腔门诊部,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.246303,24.671075
248087,1,9,2551352,,,厦门市翔安区马巷镇莲亭路811号201-1单元,,厦门迪安福医商贸有限公司,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.234506,24.629847
248185,1,9,2560051,,,厦门市翔安区民安街道莲亭一里12-104号,,厦门康佰寿药业有限公司莲亭店,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.228147,24.645348
265037,1,9,2898710,,,厦门市翔安区内厝镇霞美村,,厦门市翔安区内厝镇霞美村,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.284864,24.651557
256662,1,9,2594069,,,厦门市翔安区民安街道山亭路34-101号,,厦门市翔安区吴君莲口腔诊所,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.220685,24.64395
250182,1,9,2597614,,,厦门市翔安区翔安东路2000号,,2号楼4层病区,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.265977,24.587977
258809,1,9,2788735,,,"厦门火炬高新区（翔安）产业区翔安北路3689号（厂房A）201-4,301-1",,"厦门火炬高新区（翔安）产业区翔安北路3689号（厂房A）201-4,301-1",线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.224406,24.660951
248082,1,9,2550315,,,厦门市翔安区民安街道同美下方里98-102号,,厦门市翔安区民安街道同美下方里98-102号,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.216083,24.668582
258205,1,9,2693757,,,厦门市翔安区新店镇洪前社区大中南里29-1号,,厦门市翔安区新店镇洪前社区大中南里29-1号,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.24459,24.593608
256761,1,9,2644266,,,厦门市翔安区马巷街道五权路2440号,,厦门市翔安区马巷街道五权路2440号,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.254964,24.6566
258292,1,9,2706832,,,厦门市翔安区金海街道鼓锣一里36号之47-48单元,,厦门市翔安区金海街道鼓锣一里36号之47-48单元,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.24364,24.57369
248181,1,9,2564407,,,厦门市翔安区马巷镇市头北里42-101号,,厦门市翔安区马巷镇市头北里42-101号,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.255771,24.642863
256762,1,9,2623056,,,厦门市翔安区马巷街道古安巷76-1-101,,厦门市翔安区马巷街道古安巷76-1-101,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.253251,24.659816
256886,1,9,2668743,,,福建厦门大学路172号,,住院部1楼 仓库,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.09139,24.435486
268789,1,9,3404161,,,厦门市翔安区马巷街道后滨里 69-1号(厦门市五州医药有限公司翔安后滨店),,厦门市翔安区马巷街道后滨里 69-1号(厦门市五州医药有限公司翔安后滨店),线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.248145,24.658285
267525,1,9,3221419,,,厦门市集美区兑山里29号101室,,厦门市集美区兑山里29号101室,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.09473,24.60944
267668,1,9,3237557,,,厦门市翔安区市头南里2-1-101号,,厦门市翔安区市头南里2-1-101号,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.25428,24.643139
268162,1,9,3315999,,,厦门市翔安区内厝镇美山村美山487号,,厦门市翔安区内厝镇美山村美山487号,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.268541,24.683186
268563,1,9,3382913,,,福建省厦门市翔安区厦门市翔安区马巷镇莲亭路811号201-1单元,,福建省厦门市翔安区厦门市翔安区马巷镇莲亭路811号201-1单元,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.234506,24.629847
266941,1,9,3150755,,,厦门市翔安区民安街道同美下方里16-1-102号,,厦门维皓口腔医疗有限公司翔安口腔诊所,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.216083,24.668582
268421,1,9,3372428,,,厦门市翔安区何厝双溪湖里59-101号,,厦门市翔安区何厝双溪湖里59-101号,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.212965,24.676871
267143,1,9,3152457,,,厦门市翔安区新兴路246号101,,新兴路分店,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.246103,24.605084
268422,1,9,3370886,,,厦门市翔安区同美后柄里41-101号,,厦门市翔安区同美后柄里41-101号,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.204561,24.671913
268767,1,9,3404075,,,厦门市翔安区巷西三里113-101号,,厦门市翔安区巷西三里113-101号,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.250138,24.670816
268409,1,9,3376397,,,厦门市翔安区后滨上庄里11-2-102号,,厦门市翔安区后滨上庄里11-2-102号,线路9,1,1,1,汽运,汽运,26,JHQ9,集货区9,9,,,厦门物流中心,,118.239481,24.65188
