,ROUTEID,TRANSID,INCEPTADDR,SENDPOS,location,Index
6422,8.0,30332.0,集美区盛光路566号,厦门医学院附属第二医院,,2281
6419,8.0,30326.0,"福建厦门集美区北生活区盛光路566号
","厦门市第二医院（集美）	仓库
",,2281
6418,8.0,30325.0,集美区盛光路566号,（燕来福）厦门市第二医院,,2281
6644,8.0,1058839.0,集美区盛光路566号,骨科,,2281
6416,8.0,30323.0,集美区盛光路566号,ICU,,2281
6415,8.0,30322.0,集美区盛光路566号,皮肤科,,2281
6454,8.0,31701.0,集美区盛光路566号,燕来福,,2281
6752,8.0,2226405.0,集美区盛光路566号,肝胆乳腺科,,2281
6334,8.0,2540.0,集美区盛光路566号,厦门市第二医院（集美院区）住院,,2281
6758,8.0,2228656.0,集美区盛光路566号,全科医学科病区,,2281
6664,8.0,1058817.0,集美区盛光路566号,血液风湿病房,,2281
6645,8.0,1058840.0,集美区盛光路566号,呼吸特需,,2281
6674,8.0,1058864.0,集美区盛光路566号,肝胆病房,,2281
6711,8.0,1433973.0,集美区盛光路566号,妇科二病区,,2281
6753,8.0,2226672.0,集美区盛光路566号,新冠肺炎防控组,,2281
6757,8.0,2226462.0,集美区盛光路566号,神外眼科护理,,2281
6715,8.0,1345093.0,集美区盛光路566号,静疗门诊,,2281
6714,8.0,1447251.0,集美区盛光路566号,心血管病房,,2281
6755,8.0,2226461.0,集美区盛光路566号,肺科门诊,,2281
6754,8.0,2229940.0,集美区盛光路566号,日间病房,,2281
6705,8.0,1562821.0,集美区盛光路566号,感染疾病病房,,2281
6694,8.0,1522799.0,集美区盛光路566号,产科一病房,,2281
6691,8.0,1484614.0,集美区盛光路566号,胸部肿瘤二病房,,2281
6756,8.0,2226129.0,集美区盛光路566号,超声影像科,,2281
6663,8.0,1058811.0,集美区盛光路566号,呼吸内镜,,2281
7099,8.0,3052207.0,集美区盛光路566号,中医科,,2281
6196,8.0,20.0,集美区盛光路566号,厦门市第二医院(集美院区),"118.103757,24.584482",2281
6742,8.0,2205887.0,集美区盛光路566号,妇一科,,2281
6424,8.0,19518.0,集美区盛光路566号,手术室,,2281
6441,8.0,20516.0,集美区盛光路566号,干部病房,,2281
6746,8.0,2228695.0,集美区盛光路566号,门诊手术室,,2281
6745,8.0,2226130.0,集美区盛光路566号,肿瘤放疗科门诊,,2281
6717,8.0,2130670.0,集美区盛光路566号,胸部肿瘤三科,,2281
6718,8.0,2088366.0,集美区盛光路566号,介入放射科,,2281
6741,8.0,2088289.0,集美区盛光路566号,重症医学科,,2281
6733,8.0,2208785.0,集美区盛光路566号,麻醉恢复室,,2281
6804,8.0,2243972.0,集美区盛光路566号,耳鼻喉科门诊,,2281
6724,8.0,1873266.0,集美区盛光路566号,血液风湿免疫科,,2281
6689,8.0,1656106.0,集美区盛光路566号,输血科,,2281
6653,8.0,1058868.0,集美区盛光路566号,新生儿病房,,2281
6650,8.0,1058845.0,集美区盛光路566号,胸心外病房,,2281
6646,8.0,1058841.0,集美区盛光路566号,呼吸内科一病房,,2281
6647,8.0,1058842.0,集美区盛光路566号,肿瘤内科,,2281
6673,8.0,1204156.0,集美区盛光路566号,产科二病房,,2281
6690,8.0,1669367.0,集美区盛光路566号,耳鼻喉科,,2281
6675,8.0,1058865.0,集美区盛光路566号,消化科内窥镜室,,2281
6651,8.0,1058866.0,集美区盛光路566号,康复医学,,2281
6648,8.0,1058843.0,集美区盛光路566号,乳腺病房,,2281
6687,8.0,1456703.0,集美区盛光路566号,泌尿病房,,2281
6764,8.0,2226152.0,集美区盛光路566号,急诊医学科门诊治疗室护理,,2281
6763,8.0,2226914.0,集美区盛光路566号,胃肠外科,,2281
6762,8.0,2226329.0,集美区盛光路566号,综合科护理,,2281
6765,8.0,2228714.0,集美区盛光路566号,心功能科,,2281
6771,8.0,2228407.0,集美区盛光路566号,产科三护理,,2281
6760,8.0,2229334.0,集美区盛光路566号,肺科病区,,2281
6667,8.0,1071738.0,集美区盛光路566号,消内病房,,2281
6676,8.0,1058886.0,集美区盛光路566号,放射影像科(MR室),,2281
6649,8.0,1058844.0,集美区盛光路566号,静脉配置室,,2281
6722,8.0,1895001.0,集美区盛光路566号,第二医院设备科仓库,,2281
6197,8.0,33.0,集美区乐安北里2号附近,厦门市集美区康万家药店,"118.100715,24.589082",2282
6306,8.0,2795.0,集美区乐安北里2号附近,厦门市集美区康万家药店,,2282
6198,8.0,97.0,*侨英街道叶厝梧路8号,厦门集美慈爱门诊部,"118.107192,24.600794",2283
6317,8.0,2821.0,集美区侨英叶厝东内2号,厦门市集美区诊康堂药店,,2283
6323,8.0,2485.0,*侨英街道叶厝梧路8号,厦门集美慈爱门诊部,,2283
6244,8.0,676.0,集美区侨英叶厝东内2号,厦门市集美区诊康堂药店,,2283
6324,8.0,2486.0,后溪镇中秋街41-42号,厦门集美华治诊所,,2284
6199,8.0,98.0,后溪镇中秋街41-42号,厦门集美华治诊所,"118.038589,24.62965",2284
6528,8.0,36359.0,集美区侨英街道霞梧120号,海峡两岸,,2285
6326,8.0,2491.0,集美区侨英街道霞梧120号,厦门集美侨英街道社区卫生服务中心,,2285
6533,8.0,35032.0,集美区侨英街道霞梧120号,厦门集美侨英街道社区卫生服务中心,,2285
6444,8.0,31662.0,集美区侨英街道霞梧120号,（燕来福）厦门集美侨英街道社区卫生服务中心,,2285
6593,8.0,700845.0,集美区侨英街道霞梧120号,（燕来福）厦门集美侨英街道社区卫生服务中心,,2285
6594,8.0,700846.0,集美区侨英街道霞梧120号,（海峡两岸）厦门集美侨英街道社区卫生服务中心,,2285
6924,8.0,2241536.0,集美区侨英街道霞梧120号,（燕来福）厦门市集美区侨英街道社区卫生服务中心,,2285
6200,8.0,103.0,集美区侨英街道霞梧120号,厦门集美侨英街道社区卫生服务中心,"118.106309,24.595218",2285
6201,8.0,104.0,侨英街道浒井东路171号,厦门集美绍华西医内科诊所,"118.100355,24.602459",2286
6329,8.0,2494.0,侨英街道浒井东路171号,厦门集美绍华西医内科诊所,,2286
6330,8.0,2495.0,乐海南里113号,厦门集美胜利西医内科诊所,,2287
6202,8.0,105.0,乐海南里113号,厦门集美胜利西医内科诊所,"118.108532,24.583826",2287
6203,8.0,113.0,厦门市同安区美溪道湖里工业园51号301室之一,厦门健康九九医药连锁有限公司,"118.15518,24.650216",2288
6833,8.0,2238785.0,厦门同安区美溪道湖里工业园51号301室之一,厦门同安区美溪道湖里工业园51号301室之一,,2288
6456,8.0,34538.0,厦门市同安区美溪道湖里工业园51号301室之一,厦门健康九九医药连锁有限公司,,2288
6269,8.0,2184.0,厦门市同安区美溪道湖里工业园51号301室,福建汇恒旺医药有限公司,,2288
7096,8.0,2966709.0,厦门市同安区美溪道湖里工业园51号301室之一,厦门健康九九医药连锁有限公司,,2288
6477,8.0,32372.0,厦门市同安区美溪道湖里工业园51号301室之一,厦门健康九九医药连锁有限公司,,2288
6925,8.0,2241540.0,厦门市同安区美溪道湖里工业园51号301室之一,（燕来福）厦门健康九九医药连锁有限公司,,2288
6396,8.0,31021.0,厦门市同安区美溪道湖里工业园51号301室之一,仓库,,2288
6331,8.0,2511.0,集美区理工路600号,厦门理工学院医务室,,2289
6204,8.0,120.0,集美区理工路600号,厦门理工学院医务室,"118.084536,24.620646",2289
6397,8.0,31023.0,集美区理工路600号,燕来福,,2289
6597,8.0,700853.0,集美区理工路600号,燕来福,,2289
6926,8.0,2241544.0,集美区理工路600号,（燕来福）厦门理工学院医务室,,2289
6352,8.0,3677.0,"福建厦门集美区盛光路681-685号
","厦门市疾病预防控制中心	总务科
",,2290
6205,8.0,272.0,集美侨英街道盛光路681-685号,厦门市疾病预防控制中心预防门诊部,"118.103397,24.585943",2290
6284,8.0,2741.0,集美侨英街道盛光路681-685号,厦门市疾病预防控制中心预防门诊部,,2290
7098,8.0,2748234.0,福建厦门集美区盛光路681-685号 ,检验科,,2290
6262,8.0,1994.0,福建厦门集美区盛光路681-685号 ,"厦门市疾病预防控制中心	总务科
",,2290
6206,8.0,276.0,"厦门市集美区叶厝村田乾社东内1号,6151796",厦门市集美区德善堂吉美药店,"118.16162,24.66754",2291
6910,8.0,2238599.0,集美区叶厝村霞梧社1组23号,集美区叶厝村霞梧社1组23号,,2291
6285,8.0,2745.0,"厦门市集美区叶厝村田乾社东内1号,6151796",厦门市集美区德善堂吉美药店,,2291
6666,8.0,1058806.0,厦门市集美区集美街道银盛里97号之104、107一楼二楼、之108,厦门市福民堂药业有限公司（股份厦门）,,2292
6843,8.0,2238931.0,厦门市集美区集美街道银盛里97号之104/107一楼二楼、之108,厦门市集美区集美街道银盛里97号之104/107一楼二楼、之108,,2292
6207,8.0,277.0,厦门市集美区银盛里97号之104、107一楼二楼、之108,厦门市集美区福民堂药店,"118.104284,24.580847",2292
6287,8.0,2748.0,厦门市集美区孙厝社区居委会乐安北里67号,厦门市集美区福寿禧禄药店,,2293
6208,8.0,279.0,厦门市集美区孙厝社区居委会乐安北里67号,厦门市集美区福寿禧禄药店,"118.09943,24.58925",2293
6278,8.0,2268.0,厦门市集美区孙厝社区居委会乐安北里67号,华侨大学厦门校区卫生所,,2293
6288,8.0,2765.0,厦门市集美区侨英叶厝下梧一组28号,厦门市集美区和安药店,,2294
6209,8.0,283.0,厦门市集美区侨英叶厝下梧一组28号,厦门市集美区和安药店,"118.105699,24.595802",2294
6210,8.0,284.0,厦门市集美区侨英街道东安村村仔69号,厦门市集美区宏安堂药店,"118.108471,24.608097",2295
6289,8.0,2766.0,厦门市集美区侨英街道东安村村仔69号,厦门市集美区宏安堂药店,,2295
6211,8.0,286.0,三兴社区村部,三兴社区卫生所,"118.031441,24.643208",2296
6291,8.0,2771.0,三兴社区村部,三兴社区卫生所,,2296
6935,8.0,2241618.0,三兴社区村部,（燕来福）三兴社区卫生所,,2296
6569,8.0,395866.0,三兴社区村部,三兴社区卫生所,,2296
6457,8.0,34565.0,三兴社区村部,三兴社区卫生所,,2296
6297,8.0,2780.0,*集美区侨英东安村七组55号,厦门市集美区集安堂药店,,2297
6212,8.0,289.0,*集美区侨英东安村七组55号,厦门市集美区集安堂药店,"118.108625,24.608182",2297
6493,8.0,34411.0,集美区集源路82号,燕来福(厦门市集美区集美街道社区卫生服务中心),,2298
6897,8.0,2238508.0,集美区集源路82号,集美区集源路82号,,2298
6464,8.0,31780.0,集美区集源路82号,燕来福,,2298
6461,8.0,34570.0,集美区集源路82号,厦门市集美区集美街道社区卫生服务中心,,2298
6402,8.0,31068.0,集美区集源路82号,两岸公司（厦门市集美区集美街道社区卫生服务中心）,,2298
6393,8.0,30612.0,集美区集源路82号,厦门市集美区集美街道社区卫生服务中心,,2298
6213,8.0,290.0,集美区集源路82号,厦门市集美区集美街道社区卫生服务中心,"118.102121,24.573598",2298
6937,8.0,2241620.0,集美区集源路82号,燕来福(厦门市集美区集美街道社区卫生服务中心),,2298
6603,8.0,700978.0,集美区集源路82号,燕来福(厦门市集美区集美街道社区卫生服务中心),,2298
6604,8.0,700979.0,集美区集源路82号,两岸公司（厦门市集美区集美街道社区卫生服务中心）,,2298
6301,8.0,2785.0,集美区侨英浒井浒西路39号,厦门市集美区济善堂药店,,2299
8451,11.0,2242946.0,厦门市集美区菀亭路191-101号,厦门市集美区菀亭路191-101号,,2299
8708,11.0,2967848.0,厦门市集美区杏北九里17-107、17-108号之一,厦门市集美区杏北九里17-107、17-108号之一,,2299
6214,8.0,292.0,集美区侨英浒井浒西路39号,厦门市集美区济善堂药店,"118.097337,24.57597",2299
6302,8.0,2786.0,厦门市集美区侨英街道东安村村仔57号,厦门市集美区金杏堂药店,,2300
6215,8.0,293.0,厦门市集美区侨英街道东安村村仔57号,厦门市集美区金杏堂药店,"118.108397,24.608204",2300
6303,8.0,2787.0,后溪镇前进村西井二组50号,厦门市集美区聚康大药房,,2301
6216,8.0,294.0,后溪镇前进村西井二组50号,厦门市集美区聚康大药房,"118.026057,24.634503",2301
6217,8.0,307.0,西柯镇美星村,美星村卫生所,"118.119591,24.648306",2302
6341,8.0,3082.0,西柯镇美星村,美星村卫生所,,2302
6342,8.0,3086.0,吕厝村村部,吕厝村卫生所,,2303
6973,8.0,2241729.0,吕厝村村部,吕厝村卫生所,,2303
6218,8.0,308.0,吕厝村村部,吕厝村卫生所,"118.165176,24.663074",2303
6974,8.0,2241732.0,潘涂村村部,潘涂村卫生所,,2304
6219,8.0,311.0,潘涂村村部,潘涂村卫生所,"118.145828,24.644468",2304
6343,8.0,3089.0,潘涂村村部,潘涂村卫生所,,2304
6818,8.0,2240683.0,1.厦门市同安区美禾三路200号综合库（一）、综合库（二）1层东侧及西南面、综合库(二)2-3层、自动化立体库；2.漳州市芗城区金峰经济开发区仙景路69号7#厂房1-2层、3层西北侧及8#厂房2层、3层西南侧,国药控股福建有限公司,,2305
6590,8.0,700792.0,厦门市同安区美禾三路200号综合库（一）；综合库（二）1层（西南面除外），自动化立体库。,LY仓库,,2305
6551,8.0,36274.0,厦门市同安区美禾三路200号综合库（一）；综合库（二）1层（西南面除外），自动化立体库。,LY国药控股福建仓库,,2305
6405,8.0,31197.0,厦门市同安区美禾三路200号综合库(二)1层西南面综合库(二2-3层),国药控股厦门有限公司.,,2305
6589,8.0,700791.0,厦门市同安区美禾三路200号综合库（一）；综合库（二）1层（西南面除外），自动化立体库。,国药控股福建有限公司,,2305
6588,8.0,700790.0,厦门市同安区美禾三路200号综合库（一）；综合库（二）1层（西南面除外），自动化立体库。,漳州常用国药控股福建有限公司,,2305
6404,8.0,31196.0,厦门市同安区美禾三路200号综合库（二）1层西南面综合库（二）2-3层,仓库,,2305
6586,8.0,700586.0,厦门市同安区美禾三路200号综合库（一）；综合库（二）1层（西南面除外），自动化立体库。,漳州常用国药控股福建有限公司,,2305
6220,8.0,486.0,厦门市同安区美禾三路200号综合库（一）；综合库（二）1层东侧、自动化立体库。,国药控股福建有限公司（股份厦门）,"118.122405,24.654002",2305
6893,8.0,2241479.0,厦门市同安区美禾三路200号综合库（一）；综合库（二）1层（西南面除外），自动化立体库。,（燕来福)国药控股福建有限公司,,2305
6619,8.0,701446.0,厦门市同安区美禾三路200号综合库(二)1层西南面综合库(二2-3层),漳州常用厦门市同安区美禾三路200号综合库(二)1层西南面综合库(二2-3层),,2305
6442,8.0,31642.0,*厦门市同安区美禾三路200号综合库(一)北侧、综合库(二)2层南侧,公司仓库,,2305
6384,8.0,23444.0,厦门市同安区美禾三路200号综合库(二)1层西南面综合库(二2-3层),国药控股厦门有限公司,,2305
6620,8.0,701447.0,厦门市同安区美禾三路200号综合库（二）1层西南面综合库（二）2-3层,仓库,,2305
6985,8.0,2239488.0,厦门市同安区美禾三路200号综合库（一）、综合库（二）1层东侧及西南面、综合库（二）2-3层、自动化立体库,厦门市同安区美禾三路200号综合库（一）、综合库（二）1层东侧及西南面、综合库（二）2-3层、自动化立体库,,2305
6429,8.0,18936.0,*厦门市同安区美禾三路200号综合库(一)北侧、综合库(二)2层南侧,仓库,,2305
6987,8.0,2242253.0,1、厦门市同安区美禾三路200号综合库(一)、综合库(二)1层东侧及西南面、综合库(二)2-3层、自动化立体库,（燕来福）国药控股福建专业药房有限公司,,2305
6809,8.0,2237478.0,厦门市同安区美禾三路200号综合库（一）、综合库（二）1层东侧及西南面、综合库（二）2-3层、自动化立体库,国药控股福建专业药房有限公司,,2305
7108,8.0,2239475.0,厦门市同安区美禾三路 200 号（国药控股福建有限公司物流中心）,厦门市同安区美禾三路 200 号（国药控股福建有限公司物流中心）,,2305
6277,8.0,2254.0,集美区后溪镇前进村西井社,后溪镇前进村中心卫生所,,2306
6221,8.0,504.0,集美区后溪镇前进村西井社,后溪镇前进村中心卫生所,"118.021828,24.63785",2306
6721,8.0,1965806.0,厦门市集美区侨英街道集美大道668号华侨大学厦门校区,华侨大学厦门校区门诊部,,2307
6579,8.0,392745.0,集美区侨英街道集美大道668号华侨大学厦门校区,华侨大学厦门校区门诊部,,2307
6222,8.0,518.0,厦门市集美区侨英街道集美大道668号华侨大学厦门校区,华侨大学厦门校区门诊部,"118.08371,24.601965",2307
6894,8.0,2241483.0,厦门市集美区侨英街道集美大道668号华侨大学厦门校区,华侨大学厦门校区门诊部,,2307
6224,8.0,523.0,厦门市集美区后溪镇崎沟村崎沟东里46号,集美区后溪镇崎沟村中心卫生所,"118.062493,24.620561",2308
6468,8.0,30552.0,福建厦门集美区后溪镇中秋街23号 ,(燕来福)厦门市集美区后溪镇卫生院,,2309
6485,8.0,34089.0,后溪镇中秋街23号,后溪卫生院总院,,2309
6463,8.0,31779.0,福建厦门集美区后溪镇中秋街23号 ,海峡两岸,,2309
6469,8.0,30553.0,福建厦门集美区后溪镇中秋街23号 ,厦门市集美区后溪镇卫生院,,2309
6602,8.0,700977.0,福建厦门集美区后溪镇中秋街23号 ,(燕来福)厦门市集美区后溪镇卫生院,,2309
6487,8.0,34091.0,"福建厦门集美区后溪镇中秋街23号
","厦门市集美区后溪卫生院	药房
",,2309
6462,8.0,31778.0,福建厦门集美区后溪镇中秋街23号 ,燕来福,,2309
6225,8.0,639.0,后溪镇中秋街23号,后溪卫生院总院,"118.034762,24.628128",2309
6265,8.0,1896.0,"福建厦门集美区后溪镇中秋街23号
","厦门市集美区后溪卫生院	药房
",,2309
6930,8.0,2238424.0,集美区后溪镇中秋街23号,集美区后溪镇中秋街23号,,2309
6290,8.0,2768.0,后溪镇中秋街23号,后溪卫生院总院,,2309
6296,8.0,2777.0,"福建厦门集美区后溪镇中秋街23号
","厦门市集美区后溪卫生院	药房
",,2309
6601,8.0,700976.0,福建厦门集美区后溪镇中秋街23号 ,(海峡两岸)厦门市集美区后溪镇卫生院,,2309
6936,8.0,2241619.0,福建厦门集美区后溪镇中秋街23号 ,(燕来福)厦门市集美区后溪镇卫生院,,2309
6458,8.0,34567.0,岩内村村部,岩内村卫生所,,2310
6227,8.0,643.0,岩内村村部,岩内村卫生所,"118.075081,24.639175",2310
6293,8.0,2774.0,岩内村村部,岩内村卫生所,,2310
6294,8.0,2775.0,英村安置房村部,英村安置房卫生所,,2311
6228,8.0,644.0,英村安置房村部,英村安置房卫生所,"118.091835,24.614",2311
6459,8.0,34568.0,英村安置房村部,英村安置房卫生所,,2311
6567,8.0,395863.0,英村安置房村部,英村安置房卫生所,,2311
6933,8.0,2241615.0,英村安置房村部,（燕来福）英村安置房卫生所,,2311
6934,8.0,2241616.0,永祥新城安置房村部,（燕来福）永祥新城安置房卫生所,,2312
6568,8.0,395864.0,永祥新城安置房村部,永祥新城安置房卫生所,,2312
6295,8.0,2776.0,永祥新城安置房村部,永祥新城安置房卫生所,,2312
6460,8.0,34569.0,永祥新城安置房村部,永祥新城安置房卫生所,,2312
6229,8.0,645.0,永祥新城安置房村部,永祥新城安置房卫生所,"118.046486,24.626015",2312
6523,8.0,43574.0,集美石鼓路135号,计划生育服务站,,2313
6300,8.0,2784.0,集美区石鼓路135号,集美区计划生育服务站,,2313
6540,8.0,57070.0,集美石鼓路135号,计划生育服务站,,2313
6230,8.0,646.0,集美区石鼓路135号,集美区计划生育服务站,"118.099109,24.576115",2313
7978,11.0,2789.0,厦门市集美区杏林白泉街12号之3店面,厦门市集美区卡好参药行,,2314
6231,8.0,648.0,厦门市集美区杏林白泉街12号之3店面,厦门市集美区卡好参药行,"118.041907,24.563485",2314
6232,8.0,651.0,集美区新村新中路42号,厦门市集美区康桥药店,"118.028258,24.641755",2315
6304,8.0,2792.0,集美区新村新中路42号,厦门市集美区康桥药店,,2315
6259,8.0,1878.0,福建省厦门集美区后溪新村新中路42号,厦门集美区康桥药店,,2315
6305,8.0,2793.0,福建省厦门集美区后溪新村新中路42号,厦门集美区康桥药店,,2315
6233,8.0,654.0,集美区侨英街道叶厝市场111号,厦门市集美区鹭康堂药店,"118.109277,24.598104",2316
6465,8.0,31781.0,厦门市集美区侨英街道叶厝市场188号,仓库,,2316
6311,8.0,2802.0,集美区侨英街道叶厝市场188号,厦门市集美区施仁堂药店,,2316
6307,8.0,2797.0,集美区侨英街道叶厝市场111号,厦门市集美区鹭康堂药店,,2316
6308,8.0,2798.0,后溪镇叶厝村3组212号,厦门市集美区名正堂药局,,2317
6234,8.0,655.0,后溪镇叶厝村3组212号,厦门市集美区名正堂药局,"118.109169,24.599775",2317
6235,8.0,656.0,*厦门市集美区侨英街道叶厝田墘59号,厦门市集美区人健药店,"118.110154,24.601294",2318
6310,8.0,2801.0,厦门市集美区乐海北里83、84、85号,厦门市集美区瑞丰堂药店,,2319
6236,8.0,658.0,厦门市集美区乐海北里83、84、85号,厦门市集美区瑞丰堂药店,"118.109674,24.587486",2319
6634,8.0,449594.0,厦门市集美区侨英街道东安北四里122-123号,厦门市千年健药房有限公司(股份厦门）,,2320
6699,8.0,1444700.0,厦门市集美区侨英街道东安北四里122-123号,厦门千年健药房有限公司,,2320
6939,8.0,2241623.0,厦门市集美区侨英街道东安北四里122号,（燕来福）厦门市施仁堂药房有限公司,,2320
6727,8.0,2179114.0,厦门市集美区侨英街道东安北四里122号,厦门市施仁堂药房有限公司,,2320
6237,8.0,659.0,厦门市集美区侨英街道东安北四里122号,厦门市集美区施仁堂药店,"118.122388,24.601351",2320
6871,8.0,2239071.0,厦门市集美区侨英街道东安北四里122号,厦门市集美区侨英街道东安北四里122号,,2320
7034,8.0,2242022.0,厦门市集美区侨英街道东安北四里122-123号,（燕来福）厦门市千年健药房有限公司,,2320
6312,8.0,2803.0,集美区石鼓路122号,厦门市集美区石鼓大药店,,2321
6238,8.0,660.0,集美区石鼓路122号,厦门市集美区石鼓大药房有限公司,"118.099358,24.574018",2321
6245,8.0,677.0,集美石鼓路122号,厦门集美石鼓门诊部,,2321
6318,8.0,2822.0,集美石鼓路122号,厦门市集美石鼓门诊部,,2321
6309,8.0,2799.0,厦门市集美区侨英街道叶厝乾59#,厦门市集美区人健药店,,2322
6239,8.0,663.0,厦门市集美区侨英街道叶厝乾186#,厦门市集美区同鑫堂药店,"118.108818,24.598002",2322
6313,8.0,2806.0,厦门市集美区侨英街道叶厝乾186#,厦门市集美区同鑫堂药店,,2322
6608,8.0,765100.0,厦门市集美区侨英街道叶厝村下⑤社1组28号,厦门市和安药业有限公司（股份厦门）,,2322
6240,8.0,664.0,厦门市集美区塘埔路25号,厦门市集美区万寿堂药店,"118.099666,24.572975",2323
6314,8.0,2807.0,厦门市集美区塘埔路25号,厦门市集美区万寿堂药店,,2323
6241,8.0,665.0,集美区侨英天安路70号,厦门市集美区伟安药局,"118.104504,24.594838",2324
6315,8.0,2808.0,集美区侨英天安路70号,厦门市集美区伟安药局,,2324
6606,8.0,700981.0,集美区乐海南里106号,海峡两岸(厦门市馨诚药店有限公司),,2325
6940,8.0,2241625.0,集美区乐海南里106号,燕来福(厦门市馨诚药店有限公司),,2325
6561,8.0,263589.0,集美区乐海南里106号,燕来福(厦门市馨诚药店有限公司),,2325
6316,8.0,2810.0,集美区乐海南里106号,厦门市集美区馨诚药店,,2325
6526,8.0,49513.0,厦门市集美区侨英街道乐海南里106号,公司仓库,,2325
6605,8.0,700980.0,集美区乐海南里106号,燕来福(厦门市馨诚药店有限公司),,2325
6607,8.0,700982.0,厦门市集美区侨英街道乐海南里106号,公司仓库,,2325
6548,8.0,34752.0,集美区乐海南里106号,厦门市馨诚药店有限公司,,2325
6512,8.0,36297.0,集美区乐海南里106号,燕来福,,2325
6242,8.0,667.0,集美区乐海南里106号,厦门市馨诚药店有限公司（股份厦门）,"118.10676,24.58554",2325
6881,8.0,2239110.0,厦门市集美区侨英街道乐海南里106号,厦门市集美区侨英街道乐海南里106号,,2325
6537,8.0,36282.0,集美区乐海南里106号,海峡两岸,,2325
8132,11.0,31786.0,厦门市集美区杏滨西滨村79号,药店,,2326
7993,11.0,2818.0,集美区杏林西滨村79号,厦门市集美区怡鑫堂药店,,2326
6243,8.0,674.0,集美区杏林西滨村79号,厦门市集美区益善堂药房,"118.020207,24.561388",2326
7994,11.0,2819.0,集美区杏林西滨村79号,厦门市集美区益善堂药房,,2326
7932,11.0,673.0,集美区杏林西滨村79号,厦门市集美区怡鑫堂药店,,2326
8133,11.0,31787.0,集美区杏林西滨村79号,燕来福,,2326
8509,11.0,2239017.0,厦门市集美区杏林西滨村79号,厦门市集美区杏林西滨村79号,,2326
6246,8.0,678.0,集美尚南路31号,厦门市集美浔江门诊部,"118.102183,24.56897",2327
6319,8.0,2823.0,集美尚南路31号,厦门市集美浔江门诊部,,2327
6247,8.0,685.0,厦门市同安区美溪道湖里工业区18号第四层,厦门市莲福堂药店有限公司,"118.155715,24.655893",2328
6975,8.0,2241735.0,埭头村村部,埭头村卫生所,,2329
6253,8.0,852.0,埭头村村部,埭头村卫生所,"118.139458,24.67012",2329
6344,8.0,3092.0,埭头村村部,埭头村卫生所,,2329
6977,8.0,2241738.0,同安西柯镇西柯村西柯镇政府旁,西柯中心卫生院,,2330
6254,8.0,853.0,同安西柯镇西柯村西柯镇政府旁,西柯中心卫生院,"118.162319,24.664708",2330
6345,8.0,3093.0,同安西柯镇西柯村西柯镇政府旁,西柯中心卫生院,,2330
6258,8.0,879.0,西柯镇官浔一里B55楼22店面,厦门市同安区鑫广惠药店,"118.150719,24.654533",2331
6349,8.0,3122.0,西柯镇官浔一里B55楼22店面,厦门市同安区鑫广惠药店,,2331
6260,8.0,1410.0,湖里区尚忠社290号之第12店面,健康八五尚忠店（二十二店）,"118.148471,24.519652",2332
6750,8.0,2225690.0,厦门市同安区洪塘头一路136号2号厂房第四层南侧,厦门中益药业有限公司,,2333
6264,8.0,2027.0,厦门市同安区洪塘头一路136号2号厂房第四层南侧,厦门中益药业有限公司(股份厦门),"118.126701,24.624359",2333
6403,8.0,31115.0,厦门市同安区洪塘头一路136号2号厂房第四层南侧,仓库,,2333
6609,8.0,701116.0,厦门市同安区洪塘头一路136号2号厂房第四层南侧,厦门市同安区洪塘头一路136号2号厂房第四层南侧,,2333
6509,8.0,51449.0,厦门市同安区洪塘头一路136号2号厂房第四层南侧,厦门市同安区洪塘头一路136号2号厂房第四层南侧,,2333
6610,8.0,701117.0,厦门市同安区洪塘头一路136号2号厂房第四层南侧,仓库,,2333
6267,8.0,1641.0,集美区桥英街道叶厝居委会瑶路399号,集美区,"118.107623,24.59454",2334
9580,21.0,50335.0,集美区侨英街道叶厝居委会下梧198号,集美霞梧分店,,2334
6351,8.0,3638.0,集美区桥英街道叶厝居委会瑶路399号,集美区,,2334
9640,21.0,279883.0,厦门市集美区侨英街道叶厝居委会下梧198号,集美霞梧分店,,2334
6979,8.0,2241742.0,西柯村,西柯村卫生所,,2335
6346,8.0,3096.0,西柯村,西柯村卫生所,,2335
6270,8.0,1397.0,西柯村,西柯村卫生所,"118.155029,24.668919",2335
6271,8.0,1398.0,兑山,兑山服务站,"118.076889,24.616364",2336
6327,8.0,2492.0,兑山,兑山服务站,,2336
6272,8.0,1429.0,集美区侨英霞梧渡田路414、416号,好又惠集美北区分店,"118.104126,24.594194",2337
6321,8.0,2883.0,集美区侨英霞梧渡田路414、416号,好又惠集美北区分店,,2337
6328,8.0,2493.0,湖井服务站,湖井服务站,,2338
6273,8.0,1602.0,湖井服务站,湖井服务站,"118.083679,24.736071",2338
6274,8.0,1603.0,浒井服务站,浒井服务站,"118.10212,24.604003",2339
6488,8.0,34092.0,厦门市集美区集美街道社区卫生服务中心,银亭服务站,,2340
6275,8.0,1621.0,厦门市集美区集美街道社区卫生服务中心,银亭服务站,"118.102179,24.573581",2340
6299,8.0,2782.0,厦门市集美区集美街道社区卫生服务中心,银亭服务站,,2340
6283,8.0,1858.0,福建厦门集美后溪镇崎沟村东路16号,集美后溪镇崎沟村中心卫生所,,2341
6280,8.0,2275.0,福建厦门集美后溪镇崎沟村东路16号,集美后溪镇崎沟村中心卫生所,"118.062149,24.620811",2341
